نام,نام خانوادگی,استان,شهر,جنسیت,شاخص عملکرد,رتبه,تعداد عملکرد ثبت شده,درصد حضور,درصد غیبت,تعداد حضور در رای‌گیری,رای موافق,رای مخالف,رای ممتنع,عدم مشارکت در رای‌گیری,کمیسیون سال اول,کمیسیون سال دوم,کمیسیون سال سوم,کمیسیون سال چهارم,توضیحات
ابراهیم,رضایی,بوشهر,دشتستان,آقا,1291,61,2046,80,20,1628,1133,343,13,139,عضو کمیسیون امنیت ملی و سیاست خارجی,عضو کمیسیون امنیت ملی و سیاست خارجی,عضو کمیسیون امنیت ملی و سیاست خارجی - عضو کمیسیون تلفیق,عضو کمیسیون امنیت ملی و سیاست خارجی - عضو کمیسیون اصل نودم قانون اساسی مجلس,سوابق اجرایی : روزنامه نگار، مدرس دانشگاه میزان تحصیلات : دکترای علوم ارتباطات
حسین,امامی‌راد,خراسان رضوی,چناران,آقا,1290,62,2046,89,11,1812,1253,273,11,275,عضو کمیسیون آموزش و تحقیقات,عضو کمیسیون آموزش و تحقیقات - عضو کمیسیون امور داخلی کشور و شوراها,عضو کمیسیون آموزش و تحقیقات,عضو کمیسیون آموزش و تحقیقات,سوابق اجرایی : رئیس دفتر نماینده (دهقانی) میزان تحصیلات : دکترای ادبیات
مالک,شریعتی‌نیاسر,تهران,اسلامشهر / تهران / ری / شمیرانات,آقا,1285,63,2046,84,16,1728,1165,326,22,215,سخنگو کمیسیون انرژی - عضو کمیسیون تلفیق,عضو کمیسیون انرژی,سخنگو کمیسیون انرژی,عضو کمیسیون انرژی - عضو کمیسیون کمیسیون تلفیق برنامه هفتم,سوابق اجرایی : مدرس دانشگاه میزان تحصیلات : دکترای مهندسی سیستمهای انرژی
ابوالفضل,ابوترابی,اصفهان,نجف آباد,آقا,1271,64,1888,87,13,1636,1215,278,13,130,عضو کمیسیون امور داخلی کشور و شوراها,عضو کمیسیون امور داخلی کشور و شوراها,عضو کمیسیون امور داخلی کشور و شوراها,عضو کمیسیون امور داخلی کشور و شوراها - عضو کمیسیون کمیسیون تلفیق برنامه هفتم,سوابق و فعالیت ها : - دادستان شهرستان تیران و کرون تحصیلات : کارشناسی ارشد حقوق جزاء و جرم شناسی
مهدی,اسماعیلی,آذربایجان شرقی,میانه,آقا,1270,65,1888,89,11,1687,1198,280,50,159,عضو کمیسیون آموزش و تحقیقات - عضو کمیسیون تلفیق,عضو کمیسیون آموزش و تحقیقات,نایب رئیس اول کمیسیون آموزش و تحقیقات,نایب رئیس اول کمیسیون آموزش و تحقیقات,
روح اله,نجابت,فارس,شیراز,آقا,1264,66,2046,77,23,1567,1156,320,7,84,عضو کمیسیون امور داخلی کشور و شوراها,سخنگو کمیسیون امور داخلی کشور و شوراها - عضو کمیسیون تلفیق,دبیر دوم کمیسیون امور داخلی کشور و شوراها,عضو کمیسیون امور داخلی کشور و شوراها - عضو کمیسیون اصل نودم قانون اساسی مجلس,سوابق اجرایی : مشاور مرکز رسانه و نشر دانشگاه آزاد میزان تحصیلات : دانشجوی دکترای مطالعات منطقه‌ای- گرایش غرب آسیا و شمال آفریقا
هادی,بیگی‌نژاد,همدان,ملایر,آقا,1258,67,1869,84,16,1565,1190,332,2,41,دبیر اول کمیسیون انرژی,عضو کمیسیون انرژی - عضو کمیسیون تلفیق,عضو کمیسیون انرژی - عضو کمیسیون تلفیق,نایب رئیس دوم کمیسیون انرژی,سوابق اجرایی : هیات علمی دانشگاه ملایر میزان تحصیلات : دکترای شیمی
سیدکریم,حسینی,خوزستان,اهواز / باوی,آقا,1256,68,1869,90,10,1683,1155,316,17,195,,نایب رئیس دوم کمیسیون اجتماعی,عضو کمیسیون اجتماعی,عضو کمیسیون اجتماعی - عضو کمیسیون کمیسیون تلفیق برنامه هفتم,سوابق اجرایی : معاون سیاسی استاندار میزان تحصیلات : دکترای پزشکی
علی‌اکبر,بسطامی,ایلام,ایلام,آقا,1255,69,2046,82,18,1679,1188,279,16,196,عضو کمیسیون اجتماعی - عضو کمیسیون تلفیق,عضو کمیسیون اجتماعی,عضو کمیسیون اجتماعی - عضو کمیسیون تلفیق,دبیر دوم کمیسیون اجتماعی,سوابق اجرایی : مدیرکل پارلمانی کمیته امداد میزان تحصیلات : فوق لیسانس مدیریت
سیدمسعود,خاتمی,اصفهان,خوانسار / گلپایگان,آقا,1237,70,2046,80,20,1631,1166,214,16,235,,عضو کمیسیون بهداشت و درمان,عضو کمیسیون بهداشت و درمان,عضو کمیسیون بهداشت و درمان,سوابق اجرایی : پزشک میزان تحصیلات : دکترای پزشکی
سیدمحمد,پاک‌مهر,خراسان شمالی,بجنورد / جاجرم / سملقان,آقا,1234,71,1888,85,15,1610,1259,227,9,115,نایب رئیس دوم کمیسیون بهداشت و درمان - عضو کمیسیون تلفیق,نایب رئیس دوم کمیسیون بهداشت و درمان,,نایب رئیس اول کمیسیون بهداشت و درمان,سوابق اجرایی : فرماندار بجنورد میزان تحصیلات : دکترای پزشکی
الهام,آزاد,اصفهان,نائین,خانم,1224,72,2046,75,25,1539,1207,273,12,47,دبیر اول کمیسیون اصل نودم قانون اساسی مجلس,,دبیر اول کمیسیون اصل نودم قانون اساسی مجلس,دبیر اول کمیسیون اصل نودم قانون اساسی مجلس,سوابق اجرایی : استاد دانشگاه و وکیل دادگستری میزان تحصیلات : کارشناسی ارشد حقوق بین الملل
محمد,علیپور,آذربایجان غربی,چالدران / ماکو,آقا,1217,73,1888,83,17,1561,1121,265,66,109,عضو کمیسیون اقتصادی,عضو کمیسیون اقتصادی - عضو کمیسیون تلفیق,عضو کمیسیون اقتصادی,عضو کمیسیون اقتصادی,سوابق و فعالیت ها: - ریاست اداره اطلاعات شهرستان ماکو - مدیر کل امنیتی استانداری آذربایجان غربی تحصیلات: - کارشناسی ارشد مدیریت دولتی
نصرالله,پژمان‌فر,خراسان رضوی,کلات / مشهد,آقا,1217,73,2046,74,26,1507,1073,254,111,69,رئیس کمیسیون اصل نودم قانون اساسی مجلس - عضو کمیسیون تدوین آیین‌نامه داخلی مجلس,عضو کمیسیون تدوین آیین‌نامه داخلی مجلس,رئیس کمیسیون اصل نودم قانون اساسی مجلس - عضو کمیسیون تدوین آیین‌نامه داخلی مجلس,رئیس کمیسیون اصل نودم قانون اساسی مجلس - عضو کمیسیون تدوین آیین‌نامه داخلی مجلس,سوابق و فعالیت ها: - معاون آموزش و پژوهشی حوزه علمیه خراسان - معاون فرهنگی جامعه المصطفی العالمیه تحصیلات: - دوازده سال دروس خارج فقه و اصول
عباس,گودرزی,لرستان,بروجرد,آقا,1214,75,1888,87,13,1651,1162,276,21,192,نایب رئیس دوم کمیسیون اجتماعی,عضو کمیسیون اجتماعی,نایب رئیس دوم کمیسیون اجتماعی,نایب رئیس دوم کمیسیون اجتماعی,سوابق و فعالیت ها : -مدیر کل پشتیبانی سازمان میراث فرهنگی کشور -مشاور رییس مجمع نمایندگان استان لرستان در مجلس شورای اسلامی تحصیلات: کارشناسی ارشد علوم سیاسی -کارشناسی مهندسی فیزیک
غلامحسین,رضوانی,تهران,اسلامشهر / تهران / ری / شمیرانات,آقا,1211,76,1869,82,18,1538,771,250,380,137,,عضو کمیسیون تلفیق,عضو کمیسیون بهداشت و درمان,عضو کمیسیون بهداشت و درمان - عضو کمیسیون کمیسیون تلفیق برنامه هفتم,سوابق اجرایی : عضو هیات علمی دانشگاه امیرکبیر میزان تحصیلات : فوق لیسانس مهندسی برق
محمدصالح,جوکار,یزد,یزد,آقا,1209,77,1888,92,8,1744,1108,306,23,307,رئیس کمیسیون امور داخلی کشور و شوراها,رئیس کمیسیون امور داخلی کشور و شوراها,رئیس کمیسیون امور داخلی کشور و شوراها,رئیس کمیسیون امور داخلی کشور و شوراها,سوابق و تحصیلات : - رئیس سازمان بسیج دانش آموزی و فرهنگیان کشور تحصیلات : - کارشناسی ارشد بافت شناسی
احمدحسین,فلاحی,همدان,همدان,آقا,1205,78,1869,84,16,1567,1126,140,131,170,سخنگو کمیسیون آموزش و تحقیقات,عضو کمیسیون آموزش و تحقیقات,عضو کمیسیون آموزش و تحقیقات,سخنگو کمیسیون آموزش و تحقیقات,سوابق اجرایی : هیات علمی پیام نور-مدیر فرهنگی دانشگاه پیام نور همدان میزان تحصیلات : دکترای تخصصی کلام اسلامی
علی اکبر,کریمی,مرکزی,اراک / خنداب / کمیجان,آقا,1193,79,2046,82,18,1674,1143,275,16,240,عضو کمیسیون صنایع و معادن - عضو کمیسیون کمیسیون ویژه جهش و رونق تولید و نظارت بر اجرای اصل 44 قانون اساسی,عضو کمیسیون صنایع و معادن - عضو کمیسیون کمیسیون ویژه جهش و رونق تولید و نظارت بر اجرای اصل 44 قانون اساسی,عضو کمیسیون کمیسیون ویژه جهش و رونق تولید و نظارت بر اجرای اصل 44 قانون اساسی,عضو کمیسیون اصل نودم قانون اساسی مجلس - عضو کمیسیون کمیسیون ویژه جهش و رونق تولید و نظارت بر اجرای اصل 44 قانون اساسی,سوابق و فعالیت ها : -معاون هماهنگی امور عمرانی استانداری زنجان تحصیلات: -دکتری مدیریت استراتژیک -کارشناسی ارشد اقتصاد
علی,علیزاده,آذربایجان شرقی,عجب شیر / مراغه,آقا,1192,80,1850,91,9,1691,622,323,381,365,دبیر دوم کمیسیون امنیت ملی و سیاست خارجی,دبیر اول کمیسیون امنیت ملی و سیاست خارجی,دبیر اول کمیسیون امنیت ملی و سیاست خارجی,دبیر دوم کمیسیون امنیت ملی و سیاست خارجی,سوابق و فعالیت ها: -مشاور معاون استاندار تهران و فرماندار ویژه کرج تحصیلات: - دکترای علوم سیاسی
مهدی,باقری,زنجان,زنجان / طارم,آقا,1192,80,1888,76,24,1444,1010,226,57,151,,دبیر دوم کمیسیون قضایی و حقوقی,,,
مجید,ناصری‌نژاد,خوزستان,شادگان,آقا,1191,82,2046,80,20,1639,1066,232,28,313,عضو کمیسیون انرژی,عضو کمیسیون انرژی,,,
مهرداد,ویس‌کرمی,لرستان,خرم‌آباد,آقا,1189,83,1888,83,17,1566,1056,333,14,163,عضو کمیسیون آموزش و تحقیقات,عضو کمیسیون آموزش و تحقیقات,عضو کمیسیون آموزش و تحقیقات,عضو کمیسیون آموزش و تحقیقات,سوابق اجرایی : استاد دانشگاه میزان تحصیلات : دکترای پزشکی
رمضانعلی,سنگدوینی,گلستان,آق قلا / گرگان,آقا,1187,84,1888,91,9,1715,1193,216,19,287,عضو کمیسیون انرژی - عضو کمیسیون تلفیق,عضو کمیسیون انرژی,عضو کمیسیون انرژی,دبیر دوم کمیسیون کمیسیون تلفیق برنامه هفتم - عضو کمیسیون انرژی,سوابق اجرایی : مدیرعامل اسبق شرکت گاز استان گلستان میزان تحصیلات : کاشناسی ارشد مدیریت دولتی
روح‌الله,حضرت‌پورطلاتپه,آذربایجان غربی,ارومیه,آقا,1186,85,2046,75,25,1532,1149,198,25,160,عضو کمیسیون امنیت ملی و سیاست خارجی,عضو کمیسیون امنیت ملی و سیاست خارجی,عضو کمیسیون امنیت ملی و سیاست خارجی,عضو کمیسیون امنیت ملی و سیاست خارجی,سوابق و فعالیت ها: - عضو شورای اسلامی شهر ارومیه تحصیلات: - کارشناسی ارشد حقوق بین الملل
یحیی,ابراهیمی,لرستان,دلفان / سلسله,آقا,1171,86,1869,82,18,1534,1148,183,8,195,عضو کمیسیون بهداشت و درمان,عضو کمیسیون بهداشت و درمان,,,سوابق اجرایی : پزشک قلب و عروق میزان تحصیلات : دکترای پزشکی
سهراب,گیلانی,خوزستان,شوشتر / گتوند,آقا,1171,86,2046,65,35,1330,976,241,7,106,عضو کمیسیون انرژی - عضو کمیسیون تلفیق,عضو کمیسیون انرژی - عضو کمیسیون تلفیق,نایب رئیس دوم کمیسیون انرژی,عضو کمیسیون انرژی,سوابق و فعالیت ها : -معاون برنامه و بودجه بسیج کشور تحصیلات: -کارشناسی ارشد مدیریت
عبدالکریم,جمیری,بوشهر,بندر دیلم / بوشهر / گناوه,آقا,1166,88,1888,89,11,1679,985,367,38,289,عضو کمیسیون انرژی,عضو کمیسیون انرژی,عضو کمیسیون انرژی,عضو کمیسیون انرژی,سوابق و فعالیت ها : - فرهنگی - مدرس مراکز آموزش عالی تحصیلات : - فوق لیسانس حقوق
محمدباقر,قالیباف,تهران,اسلامشهر / تهران / ری / شمیرانات,آقا,1160,89,2046,74,26,1504,1022,236,26,220,عضو کمیسیون امور داخلی کشور و شوراها,عضو کمیسیون امور داخلی کشور و شوراها,عضو کمیسیون امور داخلی کشور و شوراها,عضو کمیسیون امور داخلی کشور و شوراها,سوابق اجرایی : هیات علمی دانشگاه تهران- شهردار تهران میزان تحصیلات : دکترای جغرافیای سیاسی
علیرضا,پاک‌فطرت,فارس,شیراز,آقا,1152,90,1888,83,17,1564,1055,209,102,198,عضو کمیسیون آموزش و تحقیقات,عضو کمیسیون آموزش و تحقیقات,عضو کمیسیون آموزش و تحقیقات,عضو کمیسیون آموزش و تحقیقات,سوابق اجرایی : شهردار شیراز مدیرکل دفتر فنی استانداری بوشهر مدیرکل دفتر فنی استانداری کهگیلویه و بویراحمد مدیرکل دفتر فنی استانداری خوزستان میزان تحصیلات : لیسانس مهندسی عمران-راه و ساختمان فوق لیسانس شهرسازی-برنامه ریزی شهری و منطقه‌ای دکترای علوم جغرافیایی و برنامه ریزی شهری-شهرسازی تالیفات: نوشتن بیش از 25 مقاله در زمینه شهرسازی- برنامه ریزی شهری و مدیریت شهری تالیف شش کتاب در مورد مدیریت شهری و شهرسازی
رحمت‌الله,نوروزی,گلستان,علی‌آباد کتول,آقا,1147,91,1888,76,24,1426,986,301,9,130,عضو کمیسیون کشاورزی،  آب و منابع طبیعی - عضو کمیسیون تلفیق,دبیر دوم کمیسیون تلفیق - عضو کمیسیون کشاورزی،  آب و منابع طبیعی,نایب رئیس اول کمیسیون کشاورزی،  آب و منابع طبیعی,نایب رئیس اول کمیسیون کشاورزی،  آب و منابع طبیعی,سوابق و فعالیت ها : - مدیر کل کار و امور اجتماعی استان تحصیلات : - کارشناسی ارشد تاریخ
علی اکبر,علیزاده‌برمی,سمنان,دامغان,آقا,1145,92,1888,76,24,1429,1067,256,41,65,عضو کمیسیون کشاورزی،  آب و منابع طبیعی,دبیر اول کمیسیون کشاورزی،  آب و منابع طبیعی,عضو کمیسیون کشاورزی،  آب و منابع طبیعی,عضو کمیسیون کشاورزی،  آب و منابع طبیعی,سوابق اجرایی : بازنشسته سپاه پاسداران میزان تحصیلات : دکترای علوم دفاعی
سیدمرتضی,حسینی,آذربایجان شرقی,میانه,آقا,1134,93,2046,87,13,1783,945,271,113,454,,,,,
کمال,حسین‌پور,آذربایجان غربی,پیرانشهر / سردشت,آقا,1134,93,2046,74,26,1506,1033,180,70,223,عضو کمیسیون عمران,عضو کمیسیون عمران,عضو کمیسیون عمران,عضو کمیسیون عمران,سوابق و فعالیت ها: -مدیر شرکت راهسازی آذر تحصیلات: - کارشناسی ارشد مدیریت MBA با گرایش مالی
محمدحسین,حسین‌زاده‌بحرینی,خراسان رضوی,کلات / مشهد,آقا,1131,95,2046,72,28,1476,1049,223,17,187,رئیس کمیسیون تدوین آیین‌نامه داخلی مجلس - عضو کمیسیون اقتصادی - عضو کمیسیون تلفیق,رئیس کمیسیون تدوین آیین‌نامه داخلی مجلس - عضو کمیسیون اقتصادی,رئیس کمیسیون تدوین آیین‌نامه داخلی مجلس - عضو کمیسیون اقتصادی,رئیس کمیسیون تدوین آیین‌نامه داخلی مجلس - عضو کمیسیون اقتصادی - عضو کمیسیون کمیسیون تلفیق برنامه هفتم,سوابق و فعالیت ها: - عضو هیأت علمی دانشکده اقتصاد دانشگاه فردوسی مشهد - رئیس پژوهشکده مطالعات اسلامی در علوم انسانی تحصیلات: - سطح عالی دروس خارج فقه و اصول - دکتری اقتصاد (گرایش اقتصاد ایران و اقتصاد بین الملل)
جواد,کریمی‌قدوسی,خراسان رضوی,کلات / مشهد,آقا,1129,96,2046,73,27,1503,1068,216,28,191,عضو کمیسیون امنیت ملی و سیاست خارجی - عضو کمیسیون تدوین آیین‌نامه داخلی مجلس,عضو کمیسیون تدوین آیین‌نامه داخلی مجلس - عضو کمیسیون امنیت ملی و سیاست خارجی,عضو کمیسیون امنیت ملی و سیاست خارجی - عضو کمیسیون تدوین آیین‌نامه داخلی مجلس,عضو کمیسیون امنیت ملی و سیاست خارجی - عضو کمیسیون تدوین آیین‌نامه داخلی مجلس,سوابق و فعالیت ها: - فرمانده بسیج خراسان رضوی تحصیلات: - کارشناسی ارشد حقوق
رضا,آریان‌پور,گلستان,کلاله / مینودشت,آقا,1126,97,1888,86,14,1618,1034,216,58,310,عضو کمیسیون بهداشت و درمان,دبیر دوم کمیسیون بهداشت و درمان,دبیر دوم کمیسیون بهداشت و درمان - عضو کمیسیون تلفیق,دبیر دوم کمیسیون بهداشت و درمان,سوابق اجرایی : رئیس بیمارستان پیامبر اعظم (ص) گنبدکاووس میزان تحصیلات : دکترای پزشکی متخصص قلب و عروق
مجتبی,توانگر,تهران,اسلامشهر / تهران / ری / شمیرانات,آقا,1110,98,1826,89,11,1621,991,291,6,333,عضو کمیسیون اقتصادی - عضو کمیسیون تلفیق,عضو کمیسیون اقتصادی,عضو کمیسیون اقتصادی,عضو کمیسیون اقتصادی,سوابق اجرایی : سرپرست مرکز رسانه و نشر علمی دانشگاه آزاد میزان تحصیلات : کارشناسی ارشد اقتصاد انرژی
عباس,گلرو,سمنان,سمنان,آقا,1099,99,1888,77,23,1459,1146,190,13,110,عضو کمیسیون امنیت ملی و سیاست خارجی,عضو کمیسیون امنیت ملی و سیاست خارجی,عضو کمیسیون امنیت ملی و سیاست خارجی,عضو کمیسیون امنیت ملی و سیاست خارجی,سوابق اجرایی : نماتینده ایران در سازمان ملل میزان تحصیلات : دکترای علوم سیاسی
علی,جدی,خراسان شمالی,شیروان,آقا,1096,100,1888,79,21,1490,1073,227,2,188,نایب رئیس دوم کمیسیون صنایع و معادن,عضو کمیسیون صنایع و معادن,نایب رئیس اول کمیسیون صنایع و معادن,نایب رئیس دوم کمیسیون صنایع و معادن,سوابق اجرایی : رئیس دانشگاه کشاورزی میزان تحصیلات : دکترای مدیریت
زهرا,شیخی‌,اصفهان,اصفهان,خانم,1094,101,1888,78,22,1476,1076,270,9,121,سخنگو کمیسیون بهداشت و درمان,سخنگو کمیسیون بهداشت و درمان,سخنگو کمیسیون بهداشت و درمان,عضو کمیسیون بهداشت و درمان,سوابق اجرایی : - رئیس پژوهشکده سرطان - عضو هیئت علمی میزان تحصیلات : پسادکتری لنفولوژی پزشک؛ لنفولوژیست و متخصص طب ایرانی
علی,آذری,خراسان رضوی,فاروج / قوچان,آقا,1092,102,1878,79,21,1486,1097,173,5,211,عضو کمیسیون عمران,نایب رئیس اول کمیسیون تحقیق,عضو کمیسیون عمران,عضو کمیسیون عمران - عضو کمیسیون امنیت ملی و سیاست خارجی,سوابق اجرایی : رئیس دادگستری فریمان میزان تحصیلات : دانشجوی دکتری جزا و جرم شناسی
رسول,فرخی‌میکال,گیلان,لاهیجان,آقا,1087,103,1888,82,18,1541,1141,174,12,214,عضو کمیسیون امنیت ملی و سیاست خارجی,دبیر اول کمیسیون امور داخلی کشور و شوراها,دبیر اول کمیسیون امور داخلی کشور و شوراها,دبیر دوم کمیسیون امور داخلی کشور و شوراها,سوابق اجرایی : معاون اداره کل بازرسی و مدیریت عملکرد استانداری گیلان میزان تحصیلات : دکترای مدیریت کسب و کار
سیدمحسن,دهنوی,تهران,اسلامشهر / تهران / ری / شمیرانات,آقا,1086,104,1869,82,18,1530,953,164,156,257,نایب رئیس اول کمیسیون تلفیق - عضو کمیسیون صنایع و معادن,نایب رئیس اول کمیسیون تلفیق - عضو کمیسیون صنایع و معادن,نایب رئیس اول کمیسیون تلفیق - عضو کمیسیون صنایع و معادن,عضو کمیسیون صنایع و معادن,سوابق اجرایی : عضو هیات علمی شهیدبهشتی میزان تحصیلات : دکترای نانوبیوتکنولوژی
محمدرضا,صباغیان‌بافقی,یزد,ابرکوه / بافق / خاتم / مهریز,آقا,1084,105,1878,71,29,1335,760,412,31,132,عضو کمیسیون امور داخلی کشور و شوراها,نایب رئیس دوم کمیسیون امور داخلی کشور و شوراها,عضو کمیسیون امور داخلی کشور و شوراها - عضو کمیسیون تلفیق,عضو کمیسیون امور داخلی کشور و شوراها,سوابق و فعالیت ها: - دبیر آموزش و پرورش تحصیلات: - کارشناسی ارشد علوم سیاسی
سیدحمزه,امینی,آذربایجان شرقی,هشترود,آقا,1081,106,1826,75,25,1378,1030,270,4,74,,عضو کمیسیون عمران,عضو کمیسیون اجتماعی,عضو کمیسیون اجتماعی,سوابق و فعالیت ها: -دبیر آموزش و پرورش تحصیلات: - کارشناسی ارشد ادبیات
